SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.298,-0.035,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,0.298,-0.513,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.192
1,-1.094,-0.513,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.433
1,1.193,0.606,-0.901,0.069,-0.096,0.116,-1.967,-0.646,-1.835,-0.112
1,-1.094,-0.513,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,1.193,1.018,-0.901,0.139,0.316,0.05,-1.967,0.257,-1.835,-0.112
1,0.298,-0.513,-0.901,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,-0.035,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,1.283,-0.035,-0.901,0.139,0.316,0.116,-2.75,0.195,-1.835,-0.293
1,1.193,1.23,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
0,-1.094,0.236,-0.901,0.069,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,-0.513,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,1.018,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.192
1,1.193,-0.172,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
0,0.298,0.606,-0.901,0.139,0.316,0.05,-1.967,0.257,-1.835,-0.112
1,0.298,0.315,-1.734,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.212,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.192
1,-1.094,0.315,-1.734,-0.182,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,1.193,0.315,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,-1.094,-0.035,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
1,1.283,-0.035,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,0.298,0.848,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.112,-1.734,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.293
1,1.193,1.018,-0.901,0.139,-0.163,0.05,-1.967,0.257,-1.835,-0.112
0,0.298,-0.344,-2.363,-0.182,-0.096,0.116,-2.75,-0.07,-1.835,-0.293
0,-1.094,-0.344,-1.734,-0.182,-0.163,0.116,-3.207,0.195,-2.685,-0.112
1,0.298,-0.212,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.433
1,1.283,1.23,-0.901,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.112,-1.734,0.139,-0.096,0.116,-1.967,0.257,-2.685,-0.192
1,1.193,-0.344,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,1.018,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,-0.035,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.193,-0.172,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.433
1,-1.094,-0.035,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.293
1,0.298,1.018,-0.901,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,1.283,-0.513,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,-0.112,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.293
1,1.283,1.23,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
0,-1.094,-0.212,-1.734,0.069,-0.163,0.116,-3.207,0.257,-1.835,-0.293
0,-1.094,-0.172,-0.901,0.139,-0.096,-0.13,-2.75,0.257,-2.685,-0.112
1,0.298,-0.212,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.193,-0.212,-1.734,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.731
1,1.283,0.606,-0.901,0.069,0.316,0.05,-1.967,0.195,-1.835,-0.112
1,1.193,-0.112,-0.901,-0.182,-0.163,-0.13,-1.967,0.257,-1.835,-0.112
1,1.193,-0.035,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.035,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,0.606,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.344,-1.734,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.433
1,-1.094,0.315,-1.734,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.433
1,1.283,-0.344,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,1.193,0.606,-1.734,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,0.606,-1.734,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,0.606,-0.901,-0.182,-0.163,0.116,-1.967,-0.646,-1.835,-0.112
1,-1.094,-0.172,-2.363,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.193,0.315,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.212,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.283,1.23,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.848,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.112,-0.901,-0.182,-0.163,-0.13,-1.967,0.257,-1.835,-0.112
1,0.298,-0.112,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,0.298,1.018,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.112
1,-1.094,0.315,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,0.606,-1.734,0.069,0.316,0.116,-2.75,-0.07,-1.835,-0.112
1,0.298,-0.035,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,1.283,1.23,-0.901,-0.182,-0.163,-0.385,-1.967,0.257,-1.835,-0.112
1,-1.094,0.606,-2.679,0.069,0.316,0.116,-1.967,-0.646,-2.685,-0.112
1,0.298,-0.325,-0.901,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,0.298,1.23,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
0,-1.094,-0.212,-0.901,-0.182,-0.163,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,-0.546,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.192
1,1.283,1.23,-1.734,0.139,-0.096,0.116,-1.967,0.195,-1.835,-0.112
0,-1.094,-0.212,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.293
1,1.193,1.018,-0.901,0.139,0.316,0.05,-1.967,0.257,-1.835,-0.112
1,1.283,0.315,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
0,-1.094,-0.112,-2.363,0.069,0.316,0.116,-2.75,-0.07,-2.907,-0.112
1,0.298,-0.513,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,-0.035,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.283,0.315,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,-0.212,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.212,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.192
1,1.283,1.23,-1.734,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,1.193,-0.212,-0.901,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.293
1,0.298,0.606,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,0.606,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.344,-0.901,0.139,-0.096,-0.385,-1.967,0.257,-1.835,-0.112
1,1.193,-0.172,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,-1.094,-0.212,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.433
1,0.298,-0.325,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,0.848,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.192
1,0.298,-0.035,-0.901,-0.182,-0.163,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.212,-0.901,0.139,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,0.848,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.212,-0.901,0.069,-0.163,0.116,-1.967,0.257,-2.685,-0.433
1,-1.094,-0.513,-1.734,0.069,-0.163,0.116,-1.967,0.257,-2.907,-0.112
1,1.193,0.315,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.172,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,0.606,-0.901,0.069,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,0.848,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,0.315,-0.901,-0.182,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.112,-0.901,0.139,0.316,0.05,-1.967,0.195,-1.835,-0.192
1,1.283,1.23,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
0,-1.094,-0.212,-2.679,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.293
1,1.283,1.018,-0.901,0.139,-0.163,-0.13,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.172,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.433
1,0.298,-0.546,-0.901,0.139,-0.163,-0.13,-1.967,0.257,-1.835,-0.112
1,-1.094,0.848,-1.734,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,0.298,0.315,-1.734,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.546,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
0,-1.094,-0.546,-2.363,0.069,-0.096,0.116,-1.967,0.257,-2.907,-0.293
1,-1.094,-0.212,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.293
1,1.193,-0.344,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.192
1,0.298,-0.035,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,1.193,-0.546,-0.901,0.139,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,1.283,1.018,-0.901,0.139,0.316,0.05,-1.967,0.257,-1.835,-0.112
1,0.298,-0.035,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.433
1,0.298,-0.212,-0.901,0.069,-0.096,0.116,-1.967,-0.646,-1.835,-0.293
1,0.298,-0.035,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.112,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.731
1,-1.094,-0.212,-0.901,0.069,-0.096,0.116,-1.967,0.257,-2.685,-0.112
1,1.193,-0.212,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.433
1,0.298,-0.513,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,1.193,1.018,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.035,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,1.23,-0.901,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,1.193,-0.513,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.236,-0.901,0.139,-0.096,0.116,-1.967,0.195,-1.835,-0.731
1,0.298,1.018,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.315,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,-1.094,-0.546,-0.901,0.069,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,-1.094,0.236,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.112,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,0.298,-0.112,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.433
1,1.283,-0.546,-0.901,-0.182,-0.163,-0.13,-2.75,0.257,-2.685,-0.112
1,0.298,0.606,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,0.236,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,-0.035,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.344,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.513,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,1.23,-0.901,-0.182,-0.163,0.116,-1.967,-0.07,-1.835,-0.112
1,0.298,-0.035,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,0.236,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,-0.325,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.325,-0.901,-0.182,0.316,0.05,-1.967,0.257,-1.835,-0.112
1,1.283,1.23,-0.901,-0.182,-0.163,-0.13,-1.967,0.257,-1.835,-0.112
1,1.283,0.315,-0.901,0.139,-0.096,0.05,-1.967,0.195,-1.835,-0.112
1,1.283,-0.212,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,1.018,-0.901,0.139,-0.096,-0.385,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.546,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,0.236,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,1.23,-0.901,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,0.298,1.018,-1.734,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.112
0,1.193,0.606,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.433
1,1.283,1.23,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.236,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,-0.546,-1.734,0.069,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.112,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,1.283,0.848,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.112,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.192
1,1.193,-0.112,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,1.283,-0.325,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.193,0.848,-1.734,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.293
1,-1.094,0.315,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,1.23,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,-0.212,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.293
1,-1.094,-0.325,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.731
1,0.298,-0.513,-1.734,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.192
1,1.193,-0.172,-0.901,-0.182,-0.163,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,1.018,-0.901,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,1.283,1.23,-0.901,0.069,0.316,0.116,-1.967,-0.646,-1.835,-0.192
1,0.298,-0.172,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.293
1,0.298,-0.546,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,1.193,-0.112,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,1.018,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,0.848,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,0.606,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,0.298,-0.172,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.293
1,-1.094,0.606,-0.901,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,-0.513,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.325,-1.734,-0.182,-0.096,0.05,-1.967,0.195,-1.835,-0.112
1,1.193,-0.546,-0.901,0.139,-0.096,-0.385,-1.967,0.257,-1.835,-0.112
1,1.193,1.23,-1.734,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,1.018,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,1.23,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.546,-0.901,0.139,-0.163,0.116,-2.75,0.257,-1.835,-0.112
1,1.283,-0.513,-1.734,-0.182,-0.163,0.05,-3.207,0.257,-1.835,-0.112
1,1.193,-0.172,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,0.848,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.546,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.325,-0.901,0.139,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,0.298,-0.546,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,-1.094,-0.546,-0.901,0.139,-0.163,-0.385,-1.967,0.257,-1.835,-0.112
1,1.193,0.236,-0.901,0.069,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,1.193,-0.112,-0.901,0.139,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,1.018,-0.901,0.139,-0.163,-0.13,-1.967,0.257,-1.835,-0.192
1,1.193,1.23,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,-0.546,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.606,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,-0.325,-0.901,0.139,-0.096,0.116,-2.75,0.257,-1.835,-0.192
1,0.298,-0.035,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.192
1,1.283,-0.112,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,-0.513,-0.901,-0.182,-0.096,0.116,-1.967,-0.646,-1.835,-0.112
1,1.283,0.606,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,0.236,-0.901,0.139,-0.163,0.05,-1.967,0.195,-1.835,-0.192
1,1.283,-0.172,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.433
1,1.283,-0.344,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,0.606,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,1.283,1.018,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.212,-0.901,0.139,-0.096,-1.03,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.035,-1.734,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,-0.513,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.192
1,0.298,-0.172,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.433
1,-1.094,-0.212,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.192
1,-1.094,-0.172,-0.901,0.069,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,-0.035,-0.901,0.139,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,0.298,-0.344,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.433
1,1.193,-0.344,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.293
1,-1.094,0.606,-1.734,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.112
1,1.193,0.315,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.293
1,1.193,1.018,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,0.298,-0.344,-0.901,0.139,-0.096,0.05,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.344,-0.901,-0.182,-0.163,-1.03,-1.967,0.257,-1.835,-0.112
1,0.298,-0.546,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,0.236,-1.734,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.433
1,1.193,0.315,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,1.018,-0.901,-0.182,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,-1.094,1.018,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.546,-0.901,-0.182,-0.163,-0.385,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.513,-0.901,0.139,-0.163,-1.03,-1.967,0.257,-1.835,-0.293
1,-1.094,-0.035,-0.901,0.139,-0.096,-0.13,-1.967,0.257,-1.835,-0.192
1,-1.094,-0.112,-0.901,0.069,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,1.283,0.236,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.283,1.23,-0.901,0.139,-0.096,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,0.606,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.192
1,0.298,-0.212,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.192
1,1.193,0.848,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.192
0,-1.094,0.848,-0.901,0.069,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.513,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,1.193,-0.112,-0.901,-0.182,-0.096,0.116,-1.967,-0.646,-1.835,-0.112
1,1.193,1.018,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,-0.344,-0.901,0.139,0.316,0.116,-1.967,-0.07,-1.835,-0.112
1,1.193,-0.513,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.433
1,0.298,1.23,-0.901,-0.182,-0.163,-0.385,-1.967,0.257,-1.835,-0.112
1,1.283,-0.112,-0.901,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.112
1,0.298,-0.212,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.112
1,1.283,0.606,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,0.298,-0.172,-0.901,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,0.298,-0.344,-0.901,-0.182,-0.163,0.05,-1.967,-0.07,-1.835,-0.112
1,-1.094,-0.546,-1.734,0.139,-0.163,0.05,-1.967,0.257,-1.835,-0.433
1,0.298,1.23,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.212,-1.734,0.069,-0.096,0.116,-1.967,0.257,-1.835,-0.192
1,-1.094,0.606,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.192
1,0.298,-0.212,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,1.193,-0.172,-0.901,0.069,0.316,0.116,-1.967,-0.646,-1.835,-0.112
1,-1.094,-0.546,-0.901,0.139,-0.163,-0.385,-1.967,0.257,-1.835,-0.112
1,1.193,1.018,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.192
1,0.298,0.848,-0.901,-0.182,-0.163,0.05,-1.967,0.195,-1.835,-0.112
1,-1.094,0.236,-0.901,-0.182,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,0.848,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.035,-0.901,-0.182,-0.096,0.116,-1.967,-0.07,-1.835,-0.192
1,1.283,-0.112,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.293
1,1.283,0.848,-0.901,0.139,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,0.606,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.193,-0.325,-0.901,0.139,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,0.848,-0.901,0.139,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.035,-1.734,-0.182,0.316,0.116,-1.967,-0.646,-1.835,-0.293
0,-1.094,-0.112,-0.901,-0.182,-0.163,0.116,-1.967,-0.07,-1.835,-0.192
1,-1.094,-0.325,-0.901,0.069,0.316,0.05,-1.967,0.195,-1.835,-0.112
1,1.283,1.23,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.035,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.546,-0.901,-0.182,-0.163,0.05,-1.967,0.257,-1.835,-0.293
1,-1.094,-0.035,-1.734,0.069,0.316,0.116,-2.75,-0.07,-2.685,-0.112
1,1.283,1.23,-0.901,0.139,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,-1.094,-0.112,-0.901,0.069,0.316,0.116,-1.967,-0.07,-2.685,-0.192
0,1.283,-0.513,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.112
0,0.298,-0.212,-0.901,-0.182,0.316,0.116,-1.967,0.195,-1.835,-0.293
1,-1.094,-0.212,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,-0.212,-0.901,-0.182,-0.096,0.116,-1.967,0.195,-1.835,-0.293
1,1.283,-0.172,-0.901,0.069,-0.096,0.116,-1.967,0.195,-1.835,-0.192
1,-1.094,0.236,-0.901,0.069,-0.163,0.116,-1.967,0.195,-1.835,-0.112
1,1.193,0.848,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,-0.112,-0.901,0.139,0.316,-0.13,-1.967,0.195,-1.835,-0.433
1,-1.094,0.606,-0.901,0.069,0.316,0.116,-1.967,-0.646,-1.835,-0.192
1,1.193,-0.112,-0.901,0.069,0.316,0.116,-1.967,0.195,-1.835,-0.192
1,1.283,1.23,-0.901,0.139,0.316,0.116,-1.967,0.257,-1.835,-0.112
1,1.283,-0.212,-0.901,-0.182,-0.163,0.116,-1.967,-0.646,-1.835,-0.433
1,1.193,1.23,-0.901,-0.182,-0.163,0.116,-1.967,0.257,-1.835,-0.112
1,-1.094,-0.112,-0.901,-0.182,-0.096,0.116,-1.967,0.195,-1.835,-0.293
